"Image Name","PID","Session Name","Session#","Mem Usage","Status","User Name","CPU Time","Window Title"
"msedge.exe","55656","Console","1","9,096 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"msedge.exe","54232","Console","1","14,280 K","Running","LAPTOP-TTRRML1O\HP","0:00:00","OleMainThreadWndName"
"RuntimeBroker.exe","25536","Console","1","13,020 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:01","N/A"
"HPSystemEventUtilityHost.exe","28864","Console","1","20,912 K","Running","LAPTOP-TTRRML1O\HP","0:00:00",".NET-BroadcastEventWindow.4.0.0.0.5c39d4.0"
"warp-svc.exe","11584","Services","0","22,348 K","Unknown","NT AUTHORITY\SYSTEM","0:00:13","N/A"
"OpenConsole.exe","78368","Console","1","8,396 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"powershell.exe","34304","Console","1","9,168 K","Running","LAPTOP-TTRRML1O\HP","0:00:00","OleMainThreadWndName"
"msedge.exe","68640","Console","1","7,656 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:09","N/A"
"Diladele.Squid.Tray.exe","73188","Console","1","17,360 K","Running","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"RuntimeBroker.exe","72416","Console","1","25,836 K","Running","LAPTOP-TTRRML1O\HP","0:00:01","N/A"
"msedge.exe","62968","Console","1","144,800 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:50","N/A"
"msedge.exe","65032","Console","1","9,444 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:20","N/A"
"Notepad.exe","71400","Console","1","95,332 K","Running","LAPTOP-TTRRML1O\HP","0:00:01","squid.conf - Notepad"
"Diladele.Squid.Service.exe","50188","Services","0","35,988 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"squid.exe","71088","Services","0","16,808 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"conhost.exe","70280","Services","0","8,560 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"conhost.exe","75828","Services","0","8,448 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"log_file_daemon.exe","42244","Services","0","4,652 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"Teams.exe","78008","Console","1","151,588 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:10","N/A"
"WINWORD.EXE","75764","Console","1","199,780 K","Running","LAPTOP-TTRRML1O\HP","0:00:03","Lab05-StudentFullName-StudentID-Report.docx - Word"
"ai.exe","64552","Console","1","19,608 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"msedge.exe","73224","Console","1","4,732 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:12","N/A"
"msedge.exe","69164","Console","1","5,544 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:15","N/A"
"msedge.exe","66328","Console","1","3,520 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:03","N/A"
"msedge.exe","16404","Console","1","3,516 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:03","N/A"
"msedge.exe","36108","Console","1","7,248 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:02","N/A"
"Notion.exe","2140","Console","1","93,428 K","Running","LAPTOP-TTRRML1O\HP","0:00:06","Proxy trên Velociraptor"
"Notion.exe","76312","Console","1","22,680 K","Running","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"Notion.exe","74332","Console","1","91,288 K","Running","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"Notion.exe","47464","Console","1","46,144 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"Notion.exe","78512","Console","1","48,608 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"Notion.exe","11696","Console","1","139,624 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:17","N/A"
"Notion.exe","69896","Console","1","57,852 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"Notion.exe","72004","Console","1","59,532 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"Notion.exe","65308","Console","1","74,916 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"msedge.exe","76644","Console","1","11,416 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:25","N/A"
"backgroundTaskHost.exe","51176","Console","1","1,636 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"RuntimeBroker.exe","74396","Console","1","7,004 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"LockApp.exe","71476","Console","1","58,368 K","Running","LAPTOP-TTRRML1O\HP","0:00:00","Windows Default Lock Screen"
"Code.exe","70240","Console","1","99,088 K","Running","LAPTOP-TTRRML1O\HP","0:00:03","server.config.yaml - Visual Studio Code"
"Code.exe","46612","Console","1","26,540 K","Running","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"Code.exe","76276","Console","1","116,444 K","Running","LAPTOP-TTRRML1O\HP","0:00:02","N/A"
"Code.exe","69700","Console","1","41,448 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"Code.exe","63180","Console","1","292,036 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:23","N/A"
"Code.exe","65052","Console","1","199,924 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:04","N/A"
"Code.exe","51408","Console","1","104,916 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:05","N/A"
"Code.exe","58356","Console","1","78,232 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:04","N/A"
"TabNine.exe","2900","Console","1","18,532 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"conhost.exe","46232","Console","1","5,656 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"Code.exe","72304","Console","1","78,980 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"WD-TabNine.exe","24200","Console","1","17,760 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:25","N/A"
"TabNine.exe","78740","Console","1","31,376 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:02","N/A"
"TabNine-deep-local.exe","76036","Console","1","19,076 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:01","N/A"
"ssh.exe","75388","Console","1","7,828 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"msedge.exe","75664","Console","1","198,116 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:21","N/A"
"msedge.exe","72668","Console","1","101,620 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:02","N/A"
"audiodg.exe","11444","Services","0","21,896 K","Unknown","NT AUTHORITY\LOCAL SERVICE","0:00:00","N/A"
"OpenConsole.exe","11772","Console","1","9,744 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"powershell.exe","32240","Console","1","75,024 K","Running","LAPTOP-TTRRML1O\HP","0:00:00","OleMainThreadWndName"
"cpptools.exe","71608","Console","1","91,240 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:07","N/A"
"conhost.exe","77248","Console","1","10,352 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"cpptools.exe","64072","Console","1","7,948 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"msedge.exe","10568","Console","1","252,532 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:04","N/A"
"msedge.exe","11508","Console","1","27,948 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"svchost.exe","75100","Services","0","7,524 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"CalculatorApp.exe","75036","Console","1","112,612 K","Running","LAPTOP-TTRRML1O\HP","0:00:00","CicMarshalWnd"
"RuntimeBroker.exe","67128","Console","1","15,668 K","Running","LAPTOP-TTRRML1O\HP","0:00:00","OleMainThreadWndName"
"WmiPrvSE.exe","65564","Services","0","10,976 K","Unknown","NT AUTHORITY\LOCAL SERVICE","0:00:00","N/A"
"OpenConsole.exe","61844","Console","1","9,716 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"powershell.exe","65372","Console","1","71,912 K","Running","LAPTOP-TTRRML1O\HP","0:00:00","OleMainThreadWndName"
"InfoDumping.exe","69872","Console","1","6,392 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"WmiPrvSE.exe","68680","Services","0","11,868 K","Unknown","NT AUTHORITY\NETWORK SERVICE","0:00:00","N/A"
"smartscreen.exe","63904","Console","1","10,728 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"backgroundTaskHost.exe","72020","Console","1","10,584 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"RuntimeBroker.exe","5600","Console","1","8,352 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"RuntimeBroker.exe","73932","Console","1","17,288 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"SearchProtocolHost.exe","54780","Services","0","15,008 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"SearchFilterHost.exe","70148","Services","0","13,544 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"SearchFilterHost.exe","62056","Services","0","11,448 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"Teams.exe","16420","Console","1","82,424 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"cmd.exe","71832","Console","1","3,892 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
"tasklist.exe","45844","Console","1","11,524 K","Unknown","LAPTOP-TTRRML1O\HP","0:00:00","N/A"
